,Title,Link,Location,Price,Image,Owner,Year,Kms Covered,Fuel Type,Type,Brand
70,Toyota VELLFIRE,https://www.olx.in/item/cars-c84-used-toyota-vellfire-in-naraina-delhi-iid-1834145460?rank=30,Naraina,11600000.0,https://apollo.olx.in:443/v1/files/9n7bvjrlocqy-IN/image;s=150x0;q=50;f=webp;,1,2025,1.0,Petrol,Automatic,
71,Land Rover Defender,https://www.olx.in/item/cars-c84-used-land-rover-defender-in-rohini-delhi-iid-1834864330?rank=31,Rohini,11200000.0,https://apollo.olx.in:443/v1/files/rkxe1hsdcj4q-IN/image;s=150x0;q=50;f=webp;,1,2024,24000.0,Petrol,Automatic,Land Rover
72,Mercedes-Benz S-Class,https://www.olx.in/item/cars-c84-used-mercedes-benz-s-class-in-janakpuri-delhi-iid-1835129399?rank=32,Janakpuri,9600000.0,https://apollo.olx.in:443/v1/files/143s6axdqzb03-IN/image;s=150x0;q=50;f=webp;,1,2021,36000.0,Petrol,Automatic,Mercedes-Benz
73,Rolls-Royce Ghost,https://www.olx.in/item/cars-c84-used-rolls-royce-ghost-in-punjabi-bagh-east-delhi-iid-1818265182?rank=33,Punjabi Bagh East,26000000.0,https://apollo.olx.in:443/v1/files/a03q1hwrftwg1-IN/image;s=150x0;q=50;f=webp;,1,2014,65000.0,Petrol,Automatic,
74,Ford Mustang,https://www.olx.in/item/cars-c84-used-ford-mustang-in-kirti-nagar-delhi-iid-1833022015?rank=34,Kirti Nagar,11595000.0,https://apollo.olx.in:443/v1/files/4sz5sah76wih3-IN/image;s=150x0;q=50;f=webp;,1,2025,15000.0,Petrol,Automatic,
75,BMW X7,https://www.olx.in/item/cars-c84-used-bmw-x7-in-naraina-delhi-iid-1833947017?rank=35,Naraina,11600000.0,https://apollo.olx.in:443/v1/files/dscbx59wg1pf-IN/image;s=150x0;q=50;f=webp;,1,2025,1.0,Petrol,Automatic,BMW
76,BMW Z4,https://www.olx.in/item/cars-c84-used-bmw-z4-in-dwarka-delhi-iid-1805982160?rank=36,Dwarka,9150000.0,https://apollo.olx.in:443/v1/files/76819heu27bn2-IN/image;s=150x0;q=50;f=webp;,1,2025,12000.0,Petrol,Automatic,BMW
77,Land Rover Range Rover,https://www.olx.in/item/cars-c84-used-land-rover-range-rover-in-mansarovar-garden-delhi-iid-1835303543?rank=37,Mansarovar Garden,11275000.0,https://apollo.olx.in:443/v1/files/r3ifgqw307r53-IN/image;s=150x0;q=50;f=webp;,2,2018,43800.0,Petrol,,Land Rover
78,Audi Q8,https://www.olx.in/item/cars-c84-used-audi-q8-in-naraina-delhi-iid-1809897141?rank=38,Naraina,10500000.0,https://apollo.olx.in:443/v1/files/hez7vmrcftpx-IN/image;s=150x0;q=50;f=webp;,1,2024,1.0,Petrol,Automatic,
79,Ford Mustang,https://www.olx.in/item/cars-c84-used-ford-mustang-in-kanhiya-nagar-delhi-iid-1835274152?rank=39,Kanhiya Nagar,8000000.0,https://apollo.olx.in:443/v1/files/ximfy2ze7gq22-IN/image;s=150x0;q=50;f=webp;,2,2019,25000.0,Petrol,Automatic,
80,Toyota VELLFIRE,https://www.olx.in/item/cars-c84-used-toyota-vellfire-in-naraina-delhi-iid-1803038011?rank=0,Naraina,11850000.0,https://apollo.olx.in:443/v1/files/c8y4xf6pfo7d3-IN/image;s=150x0;q=50;f=webp;,1,2025,1.0,Petrol,Automatic,
81,Audi Q7,https://www.olx.in/item/cars-c84-used-audi-q7-in-naraina-delhi-iid-1809898056?rank=1,Naraina,9000000.0,https://apollo.olx.in:443/v1/files/kunsueut0ka21-IN/image;s=150x0;q=50;f=webp;,1,2024,1.0,Petrol,Automatic,
82,Audi Q8,https://www.olx.in/item/cars-c84-used-audi-q8-in-naraina-delhi-iid-1800198212?rank=2,Naraina,10350000.0,https://apollo.olx.in:443/v1/files/mp928vro91if3-IN/image;s=150x0;q=50;f=webp;,1,2024,1.0,Petrol,Automatic,
83,Audi Q7,https://www.olx.in/item/cars-c84-used-audi-q7-in-naraina-delhi-iid-1798192847?rank=3,Naraina,9199000.0,https://apollo.olx.in:443/v1/files/ct8tsetjfzbr1-IN/image;s=150x0;q=50;f=webp;,1,2024,1.0,Petrol,Automatic,
84,Mercedes-Benz GLS,https://www.olx.in/item/cars-c84-used-mercedes-benz-gls-in-naraina-delhi-iid-1807811749?rank=4,Naraina,12450000.0,https://apollo.olx.in:443/v1/files/fbz6kchtn0ky-IN/image;s=150x0;q=50;f=webp;,1,2025,2950.0,Petrol,Automatic,Mercedes-Benz
85,Land Rover Defender,https://www.olx.in/item/cars-c84-used-land-rover-defender-in-greater-kailash-delhi-iid-1836269053?rank=5,Greater Kailash,8895000.0,https://apollo.olx.in:443/v1/files/m2azq1al49r41-IN/image;s=150x0;q=50;f=webp;,1,2022,65000.0,Petrol,Automatic,Land Rover
86,Land Rover Defender,https://www.olx.in/item/cars-c84-used-land-rover-defender-in-dlf-city-gurgaon-iid-1836511320?rank=6,DLF City,11100000.0,https://apollo.olx.in:443/v1/files/mfb2yn0mj7fl-IN/image;s=150x0;q=50;f=webp;,1,2024,18000.0,Petrol,Automatic,Land Rover
87,Porsche CARRERA,https://www.olx.in/item/cars-c84-used-porsche-carrera-in-lajpat-nagar-1-delhi-iid-1836021718?rank=7,Lajpat Nagar 1,22975000.0,https://apollo.olx.in:443/v1/files/wb5izs58ckcr2-IN/image;s=150x0;q=50;f=webp;,1,2024,2700.0,Petrol,Automatic,Porsche
88,Land Rover Defender,https://www.olx.in/item/cars-c84-used-land-rover-defender-in-defence-colony-delhi-iid-1836535904?rank=8,Defence Colony,8500000.0,https://apollo.olx.in:443/v1/files/pl9zq7t4f2tk-IN/image;s=150x0;q=50;f=webp;,1,2022,36000.0,Petrol,Automatic,Land Rover
